id,handle,created_at,text,cleaned_text
1141442291414065152,joeyzhangcq,2019-06-19 20:27:03,"RT @MolluskHombre: @Pokemon Thanks Wooloo, your cheers give us power 
#BringBackNationalDex https://t.co/uWEnMhb4R5",thanks wooloo cheers give us power bringbacknationaldex
1141442183263686656,sugascout,2019-06-19 20:26:38,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141442007270854658,DesuCane,2019-06-19 20:25:56,Drew a Wooloo https://t.co/wPPFvf6ivX,drew wooloo
1141441935128838144,moonprincessi,2019-06-19 20:25:38,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141441610489556992,eyes_inthe_skys,2019-06-19 20:24:21,RT @PistachioLan: I cry because Aziraphale looks like fuckin Wooloo and you can't change my mind. Bye. https://t.co/E20jdyudjl,cry aziraphale looks like fuckin wooloo cant change mind bye
1141441285578002434,QueenFloof22,2019-06-19 20:23:04,RT @karlen_tam: what if Zelda and Link tend a flock of Wooloo in #botw2 https://t.co/86aqzb42mr,tam zelda link tend flock wooloo botw
1141441209107386369,gaychlo,2019-06-19 20:22:45,"RT @mabelandtee: so first we had the sword/shield trans thing
then a wave of aphobes starting with the wooloo person
and now everyone is wh…",first swordshield trans thingthen wave aphobes staing wooloo personand everyone wh
1141441182175621120,zerynya,2019-06-19 20:22:39,"RT @piningappIes: More outfits for my sheep girl Wooloo and a few for Gossifleur too! 
These were fun to make! I want to coordinate outfits…",outfits sheep girl wooloo gossifleur fun make want coordinate outfits
1141441180737200128,QueenFloof22,2019-06-19 20:22:39,RT @acup_of_cat: Sleeping with wooloo 🐑 https://t.co/tLNp4awkew,ofcat sleeping wooloo
1141441124424282112,pacguy64,2019-06-19 20:22:25,"RT @Cabashokun: @Pokemon Wooloo is cheering for us, maybe many other pokemon too... but I am cheering for those lonely pokemon that were le…",wooloo cheering us maybe many pokemon cheering lonely pokemon le
1141440987526549510,Nicswy467,2019-06-19 20:21:53,@AshNicholsArt @MichelleMariVA Wooloo gang rise up. https://t.co/qfZ0Dl0uko,wooloo gang rise
1141440809473957888,an_honest_fowl,2019-06-19 20:21:10,RT @sadelionne: A good boi taking care of his wooloo friends ✨ #Yamper #wooloo #pokemon https://t.co/W84Iesl1TH,good boi taking care wooloo friends yamper wooloo pokemon
1141440773612855306,SmallOlivie,2019-06-19 20:21:02,RT @constarlations: Seems like Lillie found a new friend! I decided to draw Lillie with #Wooloo cause they remind me of one another! Hope y…,seems like lillie found new friend decided draw lillie wooloo cause remind one another hope
